種類,類別,狀態,發票類型,公司,客戶,公司名稱,發票,名稱,描述,支票,付款日期,總額,車輛,參考服務,參考費用,入帳票編號,epd214,代付,已付款,註解,refServices,refVehicles,refContracts,refClients,refDrivers
"服務發票","付款記錄","收入","租賃服務收入","DTC","","","DTCSWH22065FB5","","","BOC000598","2023-12-08",30901,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLSG240438ED","銀行轉帳","","8196754","2024-07-12",82400,"","","","","","","","","238096, 238097, 660d141079d4420847553b2d, 3003204, 3003205, 3003206, 2047587, 661f2ea279d4420847743548, 2023684, 661f341a79d442084774f342, 661f363879d4420847752e45, 661f3ab079d442084775709d, 2047588, 661f423979d4420847765e99, 661f4ff379d4420847785b9c, 6629bdf379d44208479b86f6, 6629be9679d44208479b8b53, 2047591, 3003218, 662a274b79d44208479f7b04, 2047533, 3003219, 663def3b79d4420847d8154b, 663defcf79d4420847d82043, 663df02879d4420847d8285a","YB6268, YA987, WP349, PR971","DCLQG2309626E, DCLQG23109C4C","金門","朱偉業, 馬文海, 街車, 馮回生"
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSG2302E837","","","","2023-05-05",201652,"","","","","64548844a0eb9377daeb2abe","","","","","","DCLGQ2209AADB","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG2404B43E","","","8200943","2024-07-12",140096,"","","","","","","","","661f863079d44208477c4c89, 661f898d79d44208477c9a08, 661f89b579d44208477ca0b9, 661f89d079d44208477ca575, 661f89dc79d44208477ca955, 662085a879d44208477f5040, 662097b779d442084780483e, 662098f179d442084780714d, 66209b7979d442084780d144, 66209ddd79d44208478131c5, 6620a49379d442084781aef8, 6620c4ff79d4420847828425, 6620c89279d442084782c3a4, 6620cd7f79d4420847832567, 6622398f79d442084789e998, 6625e7ae79d44208478cc2e3, 662627be79d44208478ff3d0, 6627269d79d442084791cce3, 6627392b79d44208479311aa, 6628904a79d44208479884e3, 6629d70d79d44208479cd92c, 662b2aec79d4420847a1d788, 662b7b1f79d4420847a52ae1, 66309c6d79d4420847aff047, 66309f8879d4420847b01d49, 66309f8979d4420847b01d59, 663458ea79d4420847b2583a","UH1883, PJ165","DCLQG24027D03","金門","黃柏洪, 張文傑, 鄧傑仁"
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS4D137C","銀行轉帳","","100155","2022-03-11",2160,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","3000763, 3000764","VE987",""," 榮興","朱偉業"
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSG240455A3","","","8200943","2024-07-12",69308,"","","","","","","","","","","DCLQG22120DAC","金門",""
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCSWH2301A50E","","","BOC000408","2023-08-09",31500,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSG24041770","","","8200943","2024-07-12",100378,"","","","","","","","","662081fd79d44208477ed2ed, 6620823f79d44208477eddd1, 662082bf79d44208477ef87a, 662082ed79d44208477f0a8c, 6620831079d44208477f0e25, 6620848879d44208477f2392, 66208fce79d44208477fa3cd, 6620966179d4420847800f5c, 6620990b79d4420847807bc8, 66209b3679d442084780b900, 66209ecc79d442084781511a, 6620a21e79d4420847818afa, 6620c57279d44208478293ae, 6620cc7579d442084783107b, 6620cd1779d4420847831d37, 6622391b79d442084789dac3, 6625e74879d44208478cbb21, 662624cf79d44208478fbc49, 662739f179d4420847931c6f, 66288fb179d4420847987fc7, 6628d36979d44208479ae693, 662a21d779d44208479f095b, 662c847279d4420847a74396, 66305d1679d4420847abb956, 663097b779d4420847af9cb0, 6630a09179d4420847b0291a, 6634572879d4420847b22840","DC08 - HD820-6-5993","DCLQG2311A449","金門","黃柏洪, 陳廣平"
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLSG22079952","銀行轉帳","","8180711","2024-02-08",86100,"","","","","64548844a0eb9377daeb2abe","","","","2056097 , 2056083 , 2056085 , 2056084 , 2056086, 2056087 , 2056088, 2056089 , 2056090 , 2056091, 2056092, 2056093, 2056094, 2056095, 2056099, 2056100, 2057951 , 2057952, 2057953, 2056098, 2056096","WY987, PJ165","DCLQ72105C","金門","黃柏洪"
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLSG240435A5","銀行轉帳","","8199630","2024-07-04",218462,"","","","","","","","","660cfdc279d4420847532443, 660d0ba779d4420847544045, 661d512679d44208476c31d8, 661d531e79d44208476c58c8, 661d557e79d44208476c83bd, 2020886, 661ddb6f79d44208476d7daf, 661def5979d44208476e3af4, 661defdb79d44208476e42eb, 2023682, 661df4f579d44208476e9cf1, 661dfbd079d44208476f2e49, 661e166d79d44208476fd5d0, 661e4b2479d442084772bcbf, 661e4be179d442084772e72c, 661e4c1579d442084772ebf1, 661f2bb379d442084773cfff, 661f339979d442084774d556, 661f340279d442084774ee03, 661f350179d44208477507f4, 661f41f179d4420847764308, 661f4bf979d4420847778da2, 661f4ea779d44208477826b3, 661f563679d442084778ea4f, 661f692a79d4420847798691, 661f776679d44208477a5b21, 6620a66d79d442084781e913, 6620ab1179d4420847821cb4, 6620ba1f79d442084782529a, 6620d7a879d442084783e013, 6621d47679d4420847857173, 6625c50279d44208478b3f13, 6625d92379d44208478bf0ed, 662604ce79d44208478d95db, 66272a2679d4420847921157, 66272cf179d4420847924f2c, 66272ee179d4420847926581, 66286ebd79d4420847971b56, 6629bbea79d44208479b6d57, 2020900, 6629bf4679d44208479b94eb, 662b0cb079d44208479fe986, 662b163f79d4420847a03c5f, 662c69da79d4420847a630ad,  , 6630650679d4420847ad20f1,  , 6633465979d4420847b0fd79, 663daaa979d4420847d2cd1a, 663ef40779d4420847da777f, 6655a7c079d44208471ee2c2, 6655a96179d44208471f0ab7","EM987, MV897, TF3306, JR981, UJ8618, XW1778, JG6966,  ER991, VW648, WP349, WB650, YT6383, YE6679, RT9883, DJ2300","DTCQWH24021065","金門","盧光耀, 區國翔, 馬文海, 街車, 林頌棋,  莫建彬, 楊志杭, 白志強, 呂兆歡"
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCSWH23016692","","","BOC000408","2023-08-09",121500,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLSG2403C832","銀行轉帳","","8205542","2024-08-21",289587,"","","","","","","","","65f7b69679d44208472800e2, 65f7e34b79d4420847288b66, 65f7e3a079d4420847289446, 65f7e3d179d4420847289456, 65f7e3fa79d44208472894ef, 65f7e42679d44208472895a8, 65f7e44879d4420847289682, 65f7e47779d442084728977e, 65f7e4a379d442084728989a, 65f7e4e779d4420847289b04, 65f7e55b79d4420847289dd0, 65f7e76d79d4420847289de0, 65f7fe9f79d4420847296c6d,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 660a603079d44208474e194b,  ,  ,  , 660b76c979d44208474f3dc5, 660b76f679d44208474f3dd5, 660b771079d44208474f3de6, 660b774a79d44208474f3df6, 660b785879d44208474f4a9f, 660b787879d44208474f4cc3, 660b78a279d44208474f4f08, 660b78c879d44208474f4f18, 660b78fb79d44208474f4f28, 660b792a79d44208474f51d2, 660b796979d44208474f549b, 660b799b79d44208474f5785, 660b79c279d44208474f5a90, 660b79f379d44208474f5dbc, 660b7a4779d44208474f675a,  , 66139b8d79d44208475a6230, 66139b8f79d44208475a6277, 66139b9d79d44208475a6287, 66139bd479d44208475a64bf, 66139bdc79d44208475a64cf, 66139be979d44208475a64df, 6613bad479d44208475b4d21, 237897, 66162fd579d44208475f39de, 66162fe379d44208475f39ee, 6616307079d44208475f3c31, 6616316f79d44208475f3e7c, 661633b779d44208475f4fbf, 661633f379d44208475f50c0, 6616390f79d44208475f71e7, 6616398579d44208475f7b25, 66163a1979d44208475f8320, 6617418679d442084760a490","EM987, XF2103, RG8880, TB920, UJ8618,  ER991, MC2600, VW648, WV850, WP349, LG750, UZ649, DJ2300","","金門","區國翔, 馬文海, 街車, 何新麒, 陳嘉文"
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSFFC250","","","","2022-04-28",290000,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSKW2404223F","","","HSBC342762","2024-07-21",287599,"","","","","","","","","","","","嘉華混凝土",""
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCSWH23011FE9","","","BOC000408","2023-08-09",1700,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSWH23129206","","","5%Retention","","","","","","","","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG220935C2","","","","2022-10-31",697720,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","租賃服務收入","DTC","","","DTCSLH240571A2","","","","2024-07-26",163315.63,"","","","","","","","","6634a3ba79d4420847b57780, 6634ac2779d4420847b5d67f, 6634ae7d79d4420847b5f7b3, 6638617479d4420847b97bfc, 6638623579d4420847b9858f, 6638755879d4420847ba43fc, 66387bf479d4420847ba941f, 66389e3879d4420847bc7f2d, 6638a1df79d4420847bca806, 6639a52179d4420847be3d3a, 6639abcf79d4420847be79ef, 6639f50e79d4420847c0dee7, 663b234379d4420847c3b972, 663c7d5f79d4420847cb8066, 663c80b679d4420847ccee42, 663da41f79d4420847d271da, 663da5b279d4420847d28b77, 663eeded79d4420847da0b8d, 6641d9fa79d4420847dd26da, 6641db1279d4420847dd30ac, 6642c06b79d4420847ddc306, 6642c11879d4420847ddd4b4, 66458c2b79d4420847ea642e, 66458cce79d4420847ea6efa, 6646e1e779d4420847efc165, 664701ac79d4420847f0fcdc, 664b147a79d4420847f79814, 664b1b4479d4420847f7d2b7, 664c178d79d4420847f9f851, 664c182979d4420847fa3b71, 664c50b579d4420847fd2f68, 664c52c079d4420847fd48e1, 664d8e9479d4420847018ca3, 664d91fa79d442084701aaa0, 664f09a079d4420847075fa4, 664f0ad179d4420847077624, 66500a2f79d44208470ab467, 66500caf79d44208470ae25a, 66505b3179d44208470efabc, 6651594179d442084710c44f, 66515b2b79d442084710e135, 665160dc79d4420847112e47, 6654371779d442084714c810, 66543cd979d4420847152727, 66543e2879d44208471544db, 66554d1c79d442084719a54d, 665557b479d44208471a1559, 6655590579d44208471a2fc2, 6655a13e79d44208471e4753, 6656a02379d44208472124b4, 6656c79c79d44208472335e8, 6658367e79d44208472a3ffd, 665840c079d44208472b39f1, 66593fbf79d44208472e34ed, 6659445079d44208472e8476, 6659466479d44208472ea67a, 665e7b2c79d442084734162f, 66680d6c79d4420847488b99, 66680ffd79d442084748b441, 6668105479d442084748bb29, 66681efd79d442084748f7b6","DC04 - SK75SR-3-YT07-28227, DC03 - HD308US-6A-05908","","力豪","黃文麟, 翁長寬, 陳圖光, 陳章愛, 蘇志雄, 張文傑, 郭新健"
"服務發票","付款記錄","收入","租賃服務收入","DTC","","","DTCSWH2302C2E4","","","BOC000408","2023-08-09",23200,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSKW24052B22","","","HSBC342762","2024-07-21",344687,"","","","","","","","","66344c8979d4420847b1b24b, 6634711c79d4420847b37293, 237613, 66347f9579d4420847b3d72a, 6634987379d4420847b4e887, 6638a49379d4420847bcbf1f, 6638a53379d4420847bcc66d, 66398abf79d4420847bd171f, 66398bf379d4420847bd1f02, 663b028a79d4420847c2ca0b, 663b040b79d4420847c2d9e2, 663b168f79d4420847c31ab5, 663b203279d4420847c37162, 663d8f0a79d4420847d0755f, 663ecb9879d4420847d854c9, 6641ccb379d4420847dc2cdd, 6641d00179d4420847dc8692, 6641e04679d4420847dd7654, 66457acb79d4420847e9c437, 66457c0e79d4420847e9d2cc, 66457db679d4420847e9ee5a, 6645818979d4420847ea2562, 66458fd879d4420847eaa271, 664590e979d4420847eaac15, 6646c61f79d4420847edfab0, 6646cdaf79d4420847ee27d7, 6646d60e79d4420847ef0578, 6646d95779d4420847ef3909, 664af22479d4420847f57194, 664b07c979d4420847f69e3f, 664c6d5279d4420847fe5b44, 2044063, 664d66c379d442084700421f, 664d680e79d4420847005344, 664d6b5d79d4420847008882, 664d6bd479d44208470091a5, 664ffd3379d442084709aa7a, 664ffda879d442084709ad26, 664ffefc79d442084709c237, 664fffcc79d442084709ca00, 66514af779d4420847100fdc, 66514e2e79d44208471033b8, 2044063, 665150a779d4420847105caf, 6651584e79d442084710bb44, 665426a679d44208471414cd, 66542bce79d4420847143e47, 6654563f79d4420847175aca, 66558cba79d44208471cf0bf, 665699bd79d442084720b099, 66569cd579d442084720e482, 6659369879d44208472d9b68, 665937c979d44208472db2e4, 665e753f79d442084733aa48, 665e763779d442084733c374, 665e772979d442084733d0da, 665e77f879d442084733dced, 665e833479d4420847346ba2, 665e848979d442084734740f, 666bf62379d442084751fd1c, 666bf71479d4420847520c42, 666fc17179d44208475598ab, 666fc27b79d442084755be42, 666fc32379d442084755da2e, 666fcab979d4420847563f8e, 666fd5e779d44208475689a0","TF3306, XF2103, WY8724, JR981, WC987, XH8301, RG8880, TB920, UJ8618, XW1778, JG6966,  ER991, VL647, MC2600, LG750, YT6383, DC13 - ZX490LCH-5A, RT9883","DTCQWH24022E34","嘉華混凝土","黃文麟, 街車, 林頌棋,  莫建彬, 張達榮, 何新麒, 楊志杭, 范奕高, 張文傑, 蘇啟泰, 白志強"
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS167C8A","銀行轉帳","","000401","2022-02-16",12120,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","3007503, 3007504, 3007505, 1866347, 1866346, SDTC863876, 1866321, 1866320, 1866319, 1866317, 1861113, 1861114, 1861140, 1861139, 1861138, 1867256, 1867255, 1867254","VE987, WC987",""," 榮興","朱偉業, 馬文海"
"服務發票","付款記錄","收入","運輸服務收入","DTC","俊浩","","DTCSCH24056074","銀行轉帳","","BEA484882","2024-08-08",1287248,"","","","","","","","","6634600379d4420847b28505, 6634622879d4420847b29d7a, 6634646c79d4420847b2a356, 663467dc79d4420847b2edd3, 663468f079d4420847b30473, 66346d6d79d4420847b32c7b, 6634705e79d4420847b358da, 663470d279d4420847b36900, 66348edd79d4420847b46d79, 6634911379d4420847b47c47, 663496bf79d4420847b4d38c, 66349d5d79d4420847b500c1, 6634a19779d4420847b55001, 6634a23179d4420847b55988, 663846b279d4420847b74e40, 66384a8c79d4420847b7aeab, 66384b6e79d4420847b7b4dd, 66384ee179d4420847b7f3c0, 6638517b79d4420847b830e2, 6638553579d4420847b8bbb4, 663856fa79d4420847b8eafc, 663857f579d4420847b8f914, 6638587279d4420847b8feca, 663858f979d4420847b90c1e, 66385ce279d4420847b92e88, 66385dc279d4420847b944e3, 66385f5e79d4420847b950cc, 6638814479d4420847bad94a, 663888af79d4420847bb27ff, 663889da79d4420847bb40ea, 6638902379d4420847bbb8b8, 6638962879d4420847bc10d5, 6638983979d4420847bc3137, 6638990079d4420847bc3f1e, 66389a0479d4420847bc4500, 66389a4b79d4420847bc4aab, 6638a3f879d4420847bcb3ca, 6638a59979d4420847bcc95e, 6638a6ae79d4420847bcd518, 6638a8e379d4420847bcf83a, 6638a92179d4420847bcfbd7, 6639893179d4420847bd04b9, 6639898e79d4420847bd0aab, 663998cd79d4420847bdc939, 6639999379d4420847bdcc32, 66399a1d79d4420847bdd015, 66399b7e79d4420847bdd22c, 66399c7279d4420847bddc40, 6639a08f79d4420847be1661, 6639a1c379d4420847be1ff6, 6639a20e79d4420847be2133, 6639a24e79d4420847be2403, 6639f81779d4420847c12f31, 663b006479d4420847c2ac0e, 663b060079d4420847c2f129, 663b06c079d4420847c2f607, 663b079a79d4420847c2f8d7, 663b086579d4420847c30018, 663b16ef79d4420847c32032, 663b17dc79d4420847c32609, 663b21dd79d4420847c383a2, 663b335979d4420847c4c4df, 663b345679d4420847c4ce2d, 663c27de79d4420847c6511e, 663c4d7379d4420847c8e997, 663c4f6979d4420847c8fa48, 663c500d79d4420847c900ff, 663c508379d4420847c90618, 663c50d879d4420847c908b8, 663c519779d4420847c90c40, 663c522179d4420847c911ec, 663c542779d4420847c92c49, 663c548d79d4420847c92fa7, 663c556b79d4420847c9389a, 663c56b679d4420847c96de6, 663c5b3179d4420847c9d280, 663c693379d4420847ca3eaa, 663c936c79d4420847ce4e4f, 663d881079d4420847d005cf, 663d8a2379d4420847d02d8e, 663d8f4379d4420847d07975, 663d923f79d4420847d0accc, 663d930a79d4420847d0cc63, 663d93bb79d4420847d0da30, 663d944479d4420847d0fe63, 663d972279d4420847d14c3f, 663d981179d4420847d164cd, 663d998079d4420847d19510, 663d9a3b79d4420847d1afdb, 663d9d5c79d4420847d1fd8f, 663ecc9479d4420847d867fe, 663edf2079d4420847d95806, 663ee29279d4420847d9954b, 663ee54779d4420847d9b015, 663ee5ab79d4420847d9b774, 663ee61f79d4420847d9bb72, 663ee72079d4420847d9c809, 663ee7c479d4420847d9cdea, 663ee81779d4420847d9ceee, 663ee8a679d4420847d9d498, 663ee8ee79d4420847d9d75b, 663ee9e479d4420847d9eb32, 6641c50479d4420847dbe94b, 6641c5bd79d4420847dbf469, 6641c62f79d4420847dbf8cf, 6641c7dd79d4420847dc062d, 6641c84979d4420847dc0b3f, 6641c98b79d4420847dc1288, 6641cb6e79d4420847dc225a, 6641ce0379d4420847dc4180, 6642ca0979d4420847de2d76, 6642cac579d4420847de3837, 6642cbb079d4420847de45d4, 6642ccaf79d4420847de5087, 6642cd1f79d4420847de5d4b, 6642cd5d79d4420847de615e, 6642cea679d4420847de760a, 6642d0cf79d4420847de889e, 6642dda679d4420847df2105, 6642df3979d4420847df38ec, 6642e5ef79d4420847dfdf97, 6642e69079d4420847dfed2d, 6645692579d4420847e90e72, 664573c179d4420847e9a49b, 66457c6079d4420847e9dae1, 66457ca979d4420847e9e2c0, 66457e6179d4420847e9f930, 66457eff79d4420847ea043d, 66457f7279d4420847ea0c97, 6645805379d4420847ea13fc, 66458e9879d4420847ea941c, 66458f6479d4420847ea9d38, 6645918379d4420847eabd1e, 6645924479d4420847eace8b, 6645928579d4420847ead046, 6645932779d4420847ead778, 6645938179d4420847ead9c9, 6645d36e79d4420847ec5436, 6645d62979d4420847ec8ff1, 6646c5ad79d4420847edf6eb, 6646c77179d4420847ee03eb, 6646c7ea79d4420847ee07ee, 6646c83b79d4420847ee0976, 6646c87579d4420847ee0f4b, 6646ca8a79d4420847ee1347, 6646cb1e79d4420847ee1f01, 6646d2ed79d4420847ee83f3, 6646d3d379d4420847eedbde, 6646d58c79d4420847eef887, 6646d6c279d4420847ef16cc, 6646d71b79d4420847ef1d0b, 6646d76f79d4420847ef22ff, 6646d7fd79d4420847ef2b13, 664ac51879d4420847f26ae4, 664ad20d79d4420847f35669, 664ad4cb79d4420847f37002, 664ad53f79d4420847f37547, 664ad5f879d4420847f37e61, 664aef1379d4420847f548ba, 664aef6d79d4420847f54d2f, 664af27b79d4420847f5799e, 664af32879d4420847f57e39, 664af44d79d4420847f59d6e, 664afaf179d4420847f5f36e, 664b1d6779d4420847f7e489, 664c053479d4420847f88f97, 664c057e79d4420847f89711, 664c05ea79d4420847f89e54, 664c06c079d4420847f8b0cd, 664c071579d4420847f8b4ea, 664c075e79d4420847f8b9f6, 664c079079d4420847f8bed3, 664c092579d4420847f8dd7b, 664c098779d4420847f8e120, 664c0b7679d4420847f8fa90, 664c0f1379d4420847f9386f, 664c0fc479d4420847f942be, 664c196379d4420847fa4f16, 664c1a0779d4420847fa5828, 664c1b8879d4420847fa7444, 664c1c8d79d4420847fa8806, 664c1d4179d4420847fa9795, 664c1dcb79d4420847faa91f, 664c1ed479d4420847fab959, 664c1f3779d4420847fac132, 664c201779d4420847fb10ab, 664c28cf79d4420847fba684, 664c2b8d79d4420847fbe61a, 664c39c679d4420847fbfc6a, 664c3bf079d4420847fc09e0, 664c3d4879d4420847fc13e2, 664c3daf79d4420847fc1ce6, 664c3f4679d4420847fc37e2, 664c3f6f79d4420847fc38e9, 664c3fd379d4420847fc41dc, 664c43b479d4420847fc8625, 664c445679d4420847fc9854, 664c461979d4420847fcc2d3, 664c46a179d4420847fcca78, 664c47e879d4420847fcde61, 664c57f279d4420847fd83ac, 664d69bb79d4420847006a10, 664d6a6079d4420847007bef, 664d6c5779d4420847009ee2, 664d6d2179d442084700a564, 664d6d7479d442084700a931, 664d6e3779d442084700b06b, 664d6edf79d442084700bc27, 664d6f1b79d442084700bed4, 664d6fed79d442084700d325, 664d715479d442084700de47, 664d728179d442084700e89a, 664d734379d442084700f280, 664d73a779d442084700f9c6, 664d753f79d4420847010358, 664d759c79d442084701079a, 664ea8e679d4420847033d51, 664ea93179d44208470343c3, 664ea97c79d44208470346b9, 664eaa0379d4420847035038, 664eaaad79d4420847035a9a, 664eab1f79d44208470362f4, 664eaba379d4420847036ca3, 664eaf4379d442084703a2b3, 664eafb979d442084703ac6b, 664eb02b79d442084703b136, 664eb3e979d442084703db07, 234160, 664eb6a579d442084703f8ac, 664ef2f979d442084705a885, 664f11c079d442084707cad4, 664ff24979d4420847087b51, 664ff31c79d4420847088937, 664ff38b79d4420847089554, 664ff3ff79d4420847089bd7, 664ff4db79d442084708a6d8, 664ff53779d442084708af17, 664ff7b679d44208470918ef, 6650003379d442084709d1a6, 6650017279d442084709d965, 6650020c79d442084709e0e6, 6650051579d44208470a6447, 6650054e79d44208470a65e6, 6650414c79d44208470d2f56, 6650424a79d44208470d3d31, 665142a579d44208470f9867, 665146e479d44208470fcdc3, 6651500f79d44208471054bd, 6651522879d4420847107902, 6651529479d4420847108033, 6651559b79d4420847108981, 665156b179d4420847109db5, 66542f4779d4420847145b12, 6654312379d4420847147caa, 6654318e79d4420847148094, 6654323379d4420847148a35, 6654329f79d44208471497f7, 665432ed79d4420847149ed2, 6654337e79d442084714a96f, 6654403b79d4420847156558, 665440bc79d442084715698f, 6654428379d44208471587e5, 665443e779d4420847159d85, 665444fd79d442084715aae2, 665445ab79d442084716150b, 66553c8b79d44208471838d8, 66553d7a79d4420847183ead, 66553e8b79d4420847184cc1, 66553f4379d4420847186266, 66553fd679d4420847187017, 6655403779d4420847187bb0, 6655410e79d442084718854a, 665541cd79d4420847188f31, 6655420379d44208471890e6, 665543b779d442084718af91, 665543ec79d442084718b2a1, 6655467a79d442084718d95f, 6655476779d442084718f371, 665547c679d442084718fd27, 66555f1179d44208471a66c3, 66557d6779d44208471c323c, 6655849879d44208471c8c4a, 6655867479d44208471c9aca, 6655872279d44208471cabb5, 66558b4079d44208471ce390, 665592f279d44208471d3192, 6655973579d44208471d639e, 6656932679d442084720620b, 6656979379d442084720989f, 6656994679d442084720ac18, 66569a0e79d442084720b84b, 66569d8079d442084720f51a, 66569e0279d442084720f699, 66569eb579d4420847210154, 6658183479d442084727e3a4, 66581e9679d4420847283de8, 66581f9579d442084728525d, 6658255379d442084728c1f3, 665825f879d442084728cee3, 665829c479d44208472938af, 66592ed979d44208472d1897, 6659342579d44208472d821d, 6659355f79d44208472d8fb0, 665938d079d44208472dd7f1, 6659396379d44208472de2e8, 665939e179d44208472dedb9, 66593d7279d44208472e0295, 66593e4d79d44208472e1217, 6659a17479d442084732a856, 665e705d79d442084733350d, 665e73e079d4420847338b39, 666121ec79d44208473e056a, 6663e52d79d4420847456946, 6664047479d442084745f014, 66692cf079d44208474b4c01, 666bb32a79d442084750844c, 666bfe0679d44208475261aa, 666c00cc79d442084752899a, 66700a0679d44208475895a6, 6670f41a79d442084758f326, 6671171079d44208475a3154, 6671330979d44208475aeb30, 667137e779d44208475b26ce, 6671381779d44208475b2ac2, 6671445e79d44208475bae7b, 667144f879d44208475bbe59, 6671451379d44208475bbf18, 66714e8d79d44208475c79c2, 66714ec679d44208475c7e71, 6671510479d44208475cbb5e, 6671511579d44208475cbcda","TF3306, WD190, XF2103, WY8724, JR981, WC987, XH8301, RG8880, TB920, UJ8618, XW1778, JG6966,  ER991, CJ531, SZ5029, VL647, MC2600, WP349, PR971, WB650, LG750, UZ649, YT6383, YE6679, WY440","","俊浩","街車, 林頌棋,  莫建彬, 吳偉泰, 張達榮, 何新麒, 楊志杭, 范奕高, 蘇啟泰, 白志強, 呂兆歡, 馮回生"
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCSWH2302D190","","","BOC000408","2023-08-09",32900,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","勤成","","DTCSKS240530B9","銀行轉帳","","HS217403","2024-11-04",52222,"","","","","","","","","66346fec79d4420847b34e21,  , 3008198, 237484 ,  , 237485 ,  , 237486 ,  , 2049753 , 663c443279d4420847c8b97d, 2049754, 237488 , 2049755, 237488 , 2049758    , 2049756, 2049759 ","JR981, RG8880, DJ2300","","勤成","街車, 白志強"
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSG22089DE6","","","","2022-10-31",63346,"","","","","64548844a0eb9377daeb2abe","","","","","","DCLQ508EAE","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLSG24055E96","銀行轉帳","","8205136","2024-08-15",70300,"","","","","","","","","3003227, 2047594,  , 663853da79d4420847b88c6f, 2047595, 663894a179d4420847bbf841, 3003239, 663d821979d4420847cf5c6a, 664c218779d4420847fb351f, 238912, 664ea4e279d4420847030d26, 234158, 664eacfa79d44208470380d3, 664eae9b79d4420847039904,  , 234161, 236297, 234163, 236300, 2044968, 2044966,  ","TB920,  ER991, YB6268, YA987, WP349, PR971, WY440","DCLQG2309626E, DCLQG23109C4C","金門","朱偉業, 馬文海, 街車, 馮回生"
"服務發票","付款記錄","收入","租賃服務收入","DTC","","","DTCSWH2302630B","","","BOC000408","2023-08-09",7800,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSG2405625E","","","8205136","2024-08-15",52755,"","","","","","","","","","","DCLQG240369AF","金門",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLS01B9BF","","","","2022-06-08",61000,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","DCLQ508EAE","金門",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSG2405C51A","","","8205136","2024-08-15",326186,"","","","","","","","","","","DCLGQ2209AADB","金門",""
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCSWH221276D0","","","","2023-07-09",13212.7,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG24051B37","","","8205136","2024-08-15",71652,"","","","","","","","","","","DCLQG23082D80","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG2209F03F","","","","2022-10-31",409148,"","","","","64548844a0eb9377daeb2abe","","","","","","DCLQA54DA9","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG24059BF5","","","8199630","2024-07-04",207988,"","","","","","","","","","","","金門",""
